"Year","Month","Label","Business_Services","Construction","Education_And_Health","Finance","Goods_Producing","Information","Leasure_And_Hospitality","Manufacturing","Mining_Logging","Oil_Gas_Extraction","Other","Retail","Temporary_Help","Transportation"
1980,4,"1980 Apr",7508,4473,7020,4993,24507,2377,6708,18973,1061,211.1,2733,10235.6,NA,2985.5
1980,5,"1980 May",7508,4434,7034,5004,24234,2365,6700,18726,1074,214.4,2739,10218.9,NA,2966.2
1980,6,"1980 Jun",7507,4395,7048,5016,23968,2351,6693,18490,1083,217.2,2744,10205,NA,2942.1
1980,7,"1980 Jul",7521,4351,7077,5027,23698,2339,6693,18276,1071,220.5,2755,10194.1,NA,2932.1
1980,8,"1980 Aug",7549,4377,7104,5039,23860,2323,6704,18414,1069,223.2,2765,10213.6,NA,2929.1
1980,9,"1980 Sep",7577,4401,7134,5051,23931,2325,6717,18445,1085,225.9,2777,10226.1,NA,2927.1
1980,10,"1980 Oct",7602,4411,7159,5071,24012,2354,6730,18506,1095,229.5,2786,10233.9,NA,2932.8
1980,11,"1980 Nov",7633,4409,7194,5085,24123,2359,6745,18601,1113,231.5,2799,10253,NA,2929.6
1980,12,"1980 Dec",7664,4415,7227,5100,24182,2364,6765,18640,1127,234.4,2812,10272,NA,2932.9
1981,1,"1981 Jan",7691,4374,7254,5116,24152,2372,6780,18639,1139,237.5,2823,10289.3,NA,2940.1
1981,2,"1981 Feb",7703,4357,7273,5128,24118,2373,6801,18613,1148,241,2830,10320.2,NA,2941.7
1981,3,"1981 Mar",7717,4396,7285,5137,24203,2377,6811,18647,1160,243.6,2834,10330.8,NA,2944
1981,4,"1981 Apr",7741,4414,7313,5151,24151,2382,6833,18711,1026,246.6,2845,10367.3,NA,2942.2
1981,5,"1981 May",7757,4343,7331,5160,24148,2385,6842,18766,1039,248.4,2852,10381.2,NA,2934.5
1981,6,"1981 Jun",7779,4311,7352,5163,24290,2389,6852,18789,1190,253.6,2860,10392.5,NA,2938.8
1981,7,"1981 Jul",7797,4299,7371,5174,24302,2392,6857,18785,1218,257.3,2867,10400.4,NA,2943.5
1981,8,"1981 Aug",7814,4278,7393,5181,24258,2392,6867,18748,1232,259.1,2875,10408.4,NA,2940.5
1981,9,"1981 Sep",7831,4254,7417,5184,24210,2390,6870,18712,1244,260.1,2885,10401.8,NA,2933.7
1981,10,"1981 Oct",7846,4238,7446,5183,24051,2385,6867,18566,1247,261.6,2895,10388.4,NA,2919.9
1981,11,"1981 Nov",7850,4209,7459,5184,23875,2379,6852,18409,1257,263.5,2900,10351.8,NA,2912.2
1981,12,"1981 Dec",7849,4177,7471,5188,23656,2367,6843,18223,1256,265.1,2904,10326.8,NA,2890.9
1982,1,"1982 Jan",7855,4069,7490,5190,23362,2360,6839,18047,1246,266,2911,10324.7,NA,2878.3
1982,2,"1982 Feb",7857,4131,7497,5192,23361,2355,6852,17981,1249,266.3,2914,10345.6,NA,2867.3
1982,3,"1982 Mar",7857,4108,7502,5199,23214,2348,6856,17857,1249,267,2916,10351.5,NA,2856
1982,4,"1982 Apr",7845,4083,7501,5198,22996,2336,6859,17683,1230,265.8,2915,10358.6,NA,2836.9
1982,5,"1982 May",7852,4092,7513,5202,22884,2334,6877,17588,1204,265.5,2920,10387.5,NA,2842.5
1982,6,"1982 Jun",7847,4030,7519,5209,22643,2324,6882,17430,1183,264.9,2922,10393.2,NA,2829.3
1982,7,"1982 Jul",7848,4001,7530,5211,22434,2314,6887,17278,1155,265,2926,10400.1,NA,2814.1
1982,8,"1982 Aug",7845,3977,7536,5211,22268,2304,6888,17160,1131,264.8,2927,10401,NA,2795.3
1982,9,"1982 Sep",7840,3962,7537,5216,22146,2295,6885,17074,1110,263.9,2928,10386.6,NA,2784.9
1982,10,"1982 Oct",7834,3940,7545,5217,21879,2285,6882,16853,1086,262.8,2931,10375.3,NA,2774.1
1982,11,"1982 Nov",7844,3947,7565,5224,21736,2279,6882,16722,1067,262,2938,10357.4,NA,2762.7
1982,12,"1982 Dec",7850,3948,7576,5229,21688,2276,6895,16690,1050,261.3,2942,10368.1,NA,2757.2
1983,1,"1983 Jan",7865,4021,7594,5242,21757,2272,6920,16705,1031,260.1,2950,10426.4,NA,2740.2
1983,2,"1983 Feb",7866,3964,7601,5256,21676,2269,6927,16706,1006,258,2952,10435,NA,2729.5
1983,3,"1983 Mar",7907,3942,7648,5267,21649,2274,6959,16711,996,256.4,2970,10473.8,NA,2737.9
1983,4,"1983 Apr",7947,3948,7689,5289,21729,2282,6986,16794,987,256.3,2986,10504.1,NA,2751.1
1983,5,"1983 May",7974,3960,7715,5302,21829,2288,7011,16885,984,255.7,2997,10536.7,NA,2761.2
1983,6,"1983 Jun",8018,4006,7766,5313,21949,2294,7048,16960,983,254.7,3015,10585.7,NA,2771.4
1983,7,"1983 Jul",8061,4055,7810,5340,22103,2303,7092,17059,989,254.9,3032,10655,NA,2793.9
1983,8,"1983 Aug",8092,4100,7847,5362,22207,1717,7126,17118,989,254.7,3045,10689.3,NA,2775.5
1983,9,"1983 Sep",8140,4138,7883,5387,22381,2323,7164,17255,988,254.7,3061,10756.1,NA,2813.3
1983,10,"1983 Oct",8163,4178,7906,5397,22546,2331,7192,17367,1001,254.4,3069,10798.3,NA,2814.9
1983,11,"1983 Nov",8192,4217,7933,5416,22698,2337,7226,17479,1002,254.5,3080,10848.1,NA,2803.3
1983,12,"1983 Dec",8231,4248,7973,5436,22803,2341,7265,17551,1004,253.7,3095,10899.2,NA,2812
1984,1,"1984 Jan",8265,4305,8001,5452,22942,2359,7309,17630,1007,252.9,3106,10976.1,NA,2863
1984,2,"1984 Feb",8309,4410,8046,5472,23146,2368,7349,17728,1008,253.5,3123,11017.8,NA,2879.4
1984,3,"1984 Mar",8344,4393,8080,5492,23209,2378,7372,17806,1010,253.3,3137,11056.6,NA,2895.2
1984,4,"1984 Apr",8382,4423,8121,5503,23305,2384,7406,17872,1010,253.5,3152,11101.2,NA,2907.6
1984,5,"1984 May",8420,4456,8162,5522,23389,2392,7428,17916,1017,253.7,3168,11123.8,NA,2922.3
1984,6,"1984 Jun",8455,4507,8200,5540,23497,2401,7465,17967,1023,253.4,3182,11181.5,NA,2944
1984,7,"1984 Jul",8479,4534,8226,5556,23571,2406,7496,18013,1024,252.1,3191,11236.7,NA,2945.2
1984,8,"1984 Aug",8504,4547,8254,5574,23608,2411,7508,18034,1027,251,3199,11267.3,NA,2957.7
1984,9,"1984 Sep",8552,4576,8303,5595,23617,2412,7559,18019,1022,250.6,3222,11319.8,NA,2963.9
1984,10,"1984 Oct",8586,4590,8343,5620,23626,2418,7606,18024,1012,250.7,3237,11387.1,NA,2974.4
1984,11,"1984 Nov",8620,4617,8380,5641,23639,2421,7674,18016,1006,249.9,3252,11498.2,NA,2973.2
1984,12,"1984 Dec",8650,4652,8413,5661,23673,2424,7682,18023,998,249,3264,11495,NA,2979.2
1985,1,"1985 Jan",8693,4668,8464,5684,23672,2429,7708,18009,995,248.5,3284,11518.2,NA,2987.6
1985,2,"1985 Feb",8722,4662,8499,5705,23621,2430,7740,17966,993,247.7,3298,11539,NA,2996.6
1985,3,"1985 Mar",8762,4730,8544,5730,23661,2423,7784,17939,992,247,3315,11628.3,NA,2985.5
1985,4,"1985 Apr",8786,4764,8574,5751,23644,2432,7812,17886,994,246.6,3327,11664.9,NA,2999.1
1985,5,"1985 May",8826,4787,8620,5775,23632,2434,7852,17855,990,245.7,3345,11721.3,NA,3007.6
1985,6,"1985 Jun",8849,4789,8652,5796,23592,2437,7874,17819,984,245.7,3355,11754.8,NA,3016.7
1985,7,"1985 Jul",8868,4799,8686,5818,23549,2438,7884,17776,974,245,3365,11765.1,NA,3021.2
1985,8,"1985 Aug",8914,4823,8748,5845,23546,2437,7889,17756,967,244.9,3386,11804.8,NA,3005.3
1985,9,"1985 Sep",8953,4852,8778,5874,23528,2440,7935,17718,958,243.7,3404,11818.4,NA,3024
1985,10,"1985 Oct",8987,4868,8819,5902,23529,2444,7954,17708,953,241.9,3420,11832.5,NA,3030.6
1985,11,"1985 Nov",9026,4879,8864,5935,23520,2448,7981,17697,944,240.3,3438,11860.8,NA,3030.1
1985,12,"1985 Dec",9054,4887,8894,5959,23518,2449,8005,17693,938,239.9,3450,11887.2,NA,3034.1
1986,1,"1986 Jan",9069,4908,8912,5977,23530,2450,8026,17686,936,236.7,3457,11895.4,NA,3042.4
1986,2,"1986 Feb",9093,4904,8936,6010,23485,2450,8048,17663,918,233.4,3467,11896.1,NA,3036.6
1986,3,"1986 Mar",9113,4914,8965,6036,23428,2449,8070,17624,890,230.8,3479,11960,NA,3032.1
1986,4,"1986 Apr",9144,4950,9002,6066,23427,2450,8093,17616,861,225.5,3493,11991,NA,3033
1986,5,"1986 May",9168,4924,9032,6091,23349,2451,8122,17593,832,219.8,3504,12035.8,NA,3041.5
1986,6,"1986 Jun",9188,4917,9061,6118,23263,2365,8138,17530,816,216.5,3514,12051.8,NA,3048.4
1986,7,"1986 Jul",9216,4930,9111,6149,23235,2453,8167,17497,808,215.4,3527,12103.2,NA,3063
1986,8,"1986 Aug",9245,4943,9160,6173,23225,2420,8143,17489,793,209.4,3540,12150.4,NA,3070.5
1986,9,"1986 Sep",9275,4939,9164,6197,23216,2458,8231,17498,779,204.2,3554,12193.7,NA,3075.7
1986,10,"1986 Oct",9306,4954,9202,6215,23208,2452,8252,17477,777,204.3,3569,12207.7,NA,3080.7
1986,11,"1986 Nov",9336,4960,9232,6236,23204,2465,8273,17472,772,203,3581,12223,NA,3088.8
1986,12,"1986 Dec",9369,4993,9268,6264,23237,2468,8295,17478,766,200.1,3595,12234.7,NA,3092.1
1987,1,"1987 Jan",9409,5007,9312,6282,23232,2472,8319,17465,760,199.3,3613,12222.7,NA,3099.2
1987,2,"1987 Feb",9443,5038,9338,6303,23296,2477,8353,17499,759,198.3,3625,12248.1,NA,3105.9
1987,3,"1987 Mar",9477,5039,9383,6327,23307,2484,8369,17507,761,197.6,3642,12304.9,NA,3111.6
1987,4,"1987 Apr",9519,5053,9431,6358,23342,2492,8399,17525,764,197.3,3660,12353.5,NA,3131.2
1987,5,"1987 May",9561,5080,9484,6376,23390,2496,8411,17542,768,197.3,3679,12372.9,NA,3135.2
1987,6,"1987 Jun",9587,5086,9520,6388,23390,2501,8426,17537,767,196.3,3689,12410.3,NA,3150.2
1987,7,"1987 Jul",9631,5092,9602,6408,23455,2508,8446,17593,770,197.2,3708,12448.7,NA,3155.8
1987,8,"1987 Aug",9669,5102,9670,6419,23506,2516,8374,17630,774,197.2,3727,12458.7,NA,3168.5
1987,9,"1987 Sep",9692,5096,9643,6427,23566,2526,8489,17691,779,198.2,3738,12489.4,NA,3189.1
1987,10,"1987 Oct",9733,5142,9686,6442,23655,2533,8547,17729,784,198.9,3754,12555.8,NA,3198.4
1987,11,"1987 Nov",9764,5152,9711,6441,23711,2538,8581,17775,784,198.7,3765,12579.6,NA,3205.7
1987,12,"1987 Dec",9806,5180,9752,6451,23772,2543,8619,17809,783,199.6,3782,12589.7,NA,3212.5
1988,1,"1988 Jan",9852,5094,9793,6466,23668,2549,8664,17790,784,196.8,3800,12578.7,NA,3237.9
1988,2,"1988 Feb",9912,5162,9838,6472,23769,2555,8734,17823,784,196.4,3822,12669.7,NA,3245
1988,3,"1988 Mar",9941,5201,9883,6483,23824,2563,8727,17844,779,196.3,3839,12703.8,NA,3254.1
1988,4,"1988 Apr",9976,5227,9938,6489,23880,2568,8735,17874,779,195.6,3857,12735.3,NA,3262.6
1988,5,"1988 May",10016,5228,9996,6490,23896,2575,8732,17892,776,195.1,3872,12776.1,NA,3271.7
1988,6,"1988 Jun",10070,5261,10095,6499,23951,2583,8728,17916,774,193.7,3898,12825.8,NA,3282.9
1988,7,"1988 Jul",10113,5270,10181,6507,23966,2585,8740,17926,770,194,3912,12864,NA,3294.8
1988,8,"1988 Aug",10146,5268,10263,6505,23926,2592,8663,17891,767,193.9,3937,12895,NA,3298.4
1988,9,"1988 Sep",10187,5270,10242,6509,23942,2601,8804,17914,758,193.2,3962,12908.8,NA,3306.5
1988,10,"1988 Oct",10226,5262,10273,6517,23987,2609,8869,17966,759,193.1,3978,12903.6,NA,3317.5
1988,11,"1988 Nov",10281,5273,10310,6526,24030,2616,8928,18003,754,193.1,3996,12910.8,NA,3333.9
1988,12,"1988 Dec",10337,5277,10359,6533,24054,2626,8998,18025,752,192.9,4014,12927.5,NA,3368.1
1989,1,"1989 Jan",10377,5289,10383,6529,24097,2620,9072,18057,751,192.5,4026,12962.7,NA,3344.2
1989,2,"1989 Feb",10436,5278,10411,6542,24080,2627,9096,18055,747,191.7,4050,13000.5,NA,3368
1989,3,"1989 Mar",10465,5260,10468,6547,24069,2629,9096,18060,749,191.6,4070,13078,NA,3350.8
1989,4,"1989 Apr",10493,5295,10536,6549,24100,2637,9076,18055,750,191.8,4088,13092.4,NA,3362.1
1989,5,"1989 May",10522,5299,10590,6554,24089,2643,9024,18040,750,191.3,4096,13128.3,NA,3364.8
1989,6,"1989 Jun",10541,5298,10706,6560,24052,2646,8955,18013,741,191.7,4112,13154.5,NA,3367.8
1989,7,"1989 Jul",10562,5317,10764,6567,24027,2639,8936,17980,730,190.9,4108,13159,NA,3379.5
1989,8,"1989 Aug",10580,5330,10834,6571,24048,2498,8853,17964,754,190.7,4135,13185.5,NA,3391.9
1989,9,"1989 Sep",10613,5323,10786,6577,24000,2610,9004,17922,755,190.2,4163,13171.9,NA,3396.4
1989,10,"1989 Oct",10627,5347,10766,6576,23997,2616,9126,17895,755,189.6,4169,13139.2,NA,3411.2
1989,11,"1989 Nov",10691,5364,10792,6584,24009,2620,9230,17886,759,189.3,4185,13139.7,NA,3427.6
1989,12,"1989 Dec",10731,5309,10814,6585,23949,2682,9273,17881,759,190.2,4191,13072,NA,3461.3
1990,1,"1990 Jan",10778,5422,10778,6586,23982,2670,9290,17797,763,191.3,4221,13254.7,1156.3,3448.4
1990,2,"1990 Feb",10849,5416,10819,6598,24071,2676,9297,17893,762,191.9,4238,13224.3,1163.1,3465.6
1990,3,"1990 Mar",10891,5392,10865,6602,24023,2681,9325,17868,763,191,4255,13226.4,1168.8,3471.6
1990,4,"1990 Apr",10885,5355,10894,6611,23966,2685,9289,17845,766,190.8,4258,13237.9,1162.4,3470.7
1990,5,"1990 May",10877,5321,10955,6615,23888,2690,9242,17797,770,190.8,4268,13211.5,1161.6,3482.8
1990,6,"1990 Jun",10894,5303,11017,6626,23849,2694,9265,17776,770,190.3,4268,13197.4,1163.5,3480.1
1990,7,"1990 Jul",10901,5274,11053,6630,23746,2697,9294,17704,768,190.8,4266,13193.3,1164.9,3475.3
1990,8,"1990 Aug",10875,5234,11098,6634,23648,2697,9292,17649,765,190.4,4268,13158.4,1158.9,3468.3
1990,9,"1990 Sep",10862,5197,11138,6628,23571,2694,9296,17609,765,190.5,4268,13146.2,1163.4,3477.8
1990,10,"1990 Oct",10816,5134,11179,6623,23473,2693,9256,17577,762,188.4,4273,13132.5,1141.3,3482.2
1990,11,"1990 Nov",10802,5095,11220,6613,23283,2689,9298,17428,760,188.1,4273,13118.8,1135.6,3482.3
1990,12,"1990 Dec",10764,5047,11271,6602,23203,2691,9302,17395,761,189,4276,13088.1,1128.6,3510.2
1991,1,"1991 Jan",10768,4972,11342,6612,23061,2697,9294,17330,759,190.6,4274,13069.8,1140.9,3487.1
1991,2,"1991 Feb",10730,4929,11375,6600,22900,2693,9264,17211,760,191,4269,12995.6,1125,3475.7
1991,3,"1991 Mar",10697,4881,11424,6602,22779,2690,9267,17140,758,190.3,4262,12964.1,1115.5,3465.9
1991,4,"1991 Apr",10681,4842,11464,6583,22687,2689,9228,17093,752,190.1,4253,12906.1,1111.8,3462
1991,5,"1991 May",10654,4800,11489,6566,22618,2685,9218,17070,748,190.7,4251,12879.8,1109.4,3459.8
1991,6,"1991 Jun",10678,4782,11539,6559,22571,2681,9252,17044,745,192,4247,12879.5,1112.9,3450.2
1991,7,"1991 Jul",10685,4752,11572,6547,22507,2677,9220,17015,740,192.2,4239,12871.9,1109.9,3464.6
1991,8,"1991 Aug",10701,4733,11615,6543,22493,2672,9223,17025,735,192.6,4242,12870.2,1120.8,3467.2
1991,9,"1991 Sep",10738,4728,11658,6534,22466,2671,9259,17010,728,191.9,4245,12855.1,1129.7,3459.1
1991,10,"1991 Oct",10745,4698,11702,6532,22418,2666,9263,16999,721,191.3,4243,12833.3,1132.8,3457
1991,11,"1991 Nov",10745,4640,11727,6532,22316,2655,9283,16961,715,190.2,4237,12817.6,1133.5,3459.4
1991,12,"1991 Dec",10757,4647,11765,6529,22274,2655,9301,16916,711,189.1,4228,12820.8,1141.7,3457.8
1992,1,"1992 Jan",10776,4667,11804,6520,22213,2639,9361,16839,707,188.3,4228,12818,1150.6,3442.8
1992,2,"1992 Feb",10797,4612,11825,6523,22142,2639,9346,16829,701,188.3,4210,12818.5,1157.3,3443.4
1992,3,"1992 Mar",10828,4621,11840,6523,22127,2642,9338,16805,701,188.4,4207,12820.6,1169.9,3449.8
1992,4,"1992 Apr",10874,4603,11869,6533,22132,2638,9362,16831,698,187.6,4220,12839.9,1183.1,3454.7
1992,5,"1992 May",10931,4605,11882,6544,22135,2638,9402,16835,695,186.9,4224,12837.9,1198.5,3453.5
1992,6,"1992 Jun",10959,4584,11931,6553,22097,2638,9408,16826,687,183.7,4223,12846.9,1207.7,3459.1
1992,7,"1992 Jul",10967,4570,11973,6550,22074,2637,9438,16819,685,182,4235,12820.7,1212.5,3454.9
1992,8,"1992 Aug",11010,4581,11996,6564,22045,2635,9461,16783,681,178.8,4243,12815.1,1222.8,3461.7
1992,9,"1992 Sep",11041,4584,12013,6580,22020,2640,9496,16761,675,173.8,4253,12818.5,1230.3,3472.9
1992,10,"1992 Oct",11087,4600,12046,6589,22029,2646,9545,16751,678,175.8,4268,12835.7,1248.9,3473.5
1992,11,"1992 Nov",11130,4606,12077,6602,22042,2650,9554,16758,678,175.8,4278,12834.7,1263.6,3478.7
1992,12,"1992 Dec",11195,4630,12111,6617,22076,2653,9555,16769,677,175.6,4289,12839.8,1285.4,3494.7
1993,1,"1993 Jan",11250,4664,12145,6634,22133,2655,9582,16791,678,175.2,4313,12886.4,1295.8,3514.8
1993,2,"1993 Feb",11299,4714,12176,6645,22188,2655,9614,16805,669,173.5,4332,12935,1304.7,3516.2
1993,3,"1993 Mar",11331,4676,12191,6655,22142,2651,9559,16795,671,172.8,4339,12924.2,1318.2,3520.4
1993,4,"1993 Apr",11383,4690,12244,6680,22131,2658,9668,16772,669,172.2,4350,12945.1,1341.7,3523.4
1993,5,"1993 May",11425,4753,12296,6702,22189,2661,9700,16766,670,171.5,4348,12965.2,1363.8,3539.2
1993,6,"1993 Jun",11459,4760,12348,6723,22165,2666,9712,16742,663,171,4361,12999.6,1378.7,3554.2
1993,7,"1993 Jul",11495,4783,12400,6749,22183,2667,9739,16739,661,169.4,4361,13025.8,1398.9,3563.3
1993,8,"1993 Aug",11537,4806,12445,6770,22203,2674,9775,16741,656,169.9,4360,13054.6,1411.6,3559
1993,9,"1993 Sep",11594,4823,12464,6796,22252,2672,9807,16769,660,169.3,4359,13080.2,1427.6,3571.8
1993,10,"1993 Oct",11669,4868,12500,6819,22306,2677,9844,16778,660,168.8,4357,13116.9,1463.2,3584.7
1993,11,"1993 Nov",11718,4887,12542,6847,22347,2683,9872,16800,660,169.2,4362,13132.8,1466.9,3599.6
1993,12,"1993 Dec",11757,4925,12583,6870,22413,2692,9925,16815,673,167,4363,13163.3,1483.2,3595.6
1994,1,"1994 Jan",11784,4940,12622,6890,22465,2699,9959,16855,670,166.3,4365,13179.4,1499.9,3618
1994,2,"1994 Feb",11844,4923,12644,6909,22451,2707,9964,16862,666,164.7,4361,13253.7,1527.8,3635.8
1994,3,"1994 Mar",11923,4990,12694,6930,22550,2714,10007,16897,663,164.2,4377,13323.8,1566.6,3660.3
1994,4,"1994 Apr",12011,5047,12744,6936,22641,2721,10052,16933,661,163,4389,13365.6,1594.1,3619.9
1994,5,"1994 May",12054,5084,12796,6928,22704,2725,10063,16962,658,162.7,4400,13400.1,1601.1,3687
1994,6,"1994 Jun",12128,5097,12850,6930,22764,2731,10083,17010,657,161.7,4416,13448.8,1628.7,3698.7
1994,7,"1994 Jul",12230,5125,12918,6925,22807,2734,10108,17026,656,161.2,4429,13515.5,1653.1,3714.4
1994,8,"1994 Aug",12274,5139,12955,6920,22876,2751,10133,17081,656,162.1,4443,13560.7,1664.5,3721.2
1994,9,"1994 Sep",12356,5175,12993,6905,22948,2750,10157,17115,658,163.7,4471,13618.8,1685.5,3739.4
1994,10,"1994 Oct",12407,5177,13034,6890,22974,2764,10160,17144,653,161.3,4486,13661.9,1696.2,3750.5
1994,11,"1994 Nov",12496,5210,13077,6879,23050,2776,10222,17186,654,159.8,4498,13744.1,1716,3767.1
1994,12,"1994 Dec",12541,5226,13127,6869,23095,2790,10268,17217,652,158.4,4508,13755,1719.6,3793.2
1995,1,"1995 Jan",12606,5234,13162,6859,23147,2784,10348,17262,651,156.3,4524,13807.7,1735.3,3803.3
1995,2,"1995 Feb",12669,5192,13213,6848,23103,2815,10375,17265,646,154.8,4535,13846.1,1743.9,3809.6
1995,3,"1995 Mar",12720,5242,13256,6853,23151,2823,10417,17263,646,153.8,4546,13819.2,1736.5,3817.5
1995,4,"1995 Apr",12734,5252,13285,6847,23174,2833,10438,17278,644,153.2,4549,13871.7,1728.3,3820.5
1995,5,"1995 May",12741,5220,13310,6844,23120,2834,10459,17259,641,152.5,4555,13869,1719.6,3819.1
1995,6,"1995 Jun",12788,5250,13343,6847,23137,2837,10507,17247,640,151.8,4566,13896.5,1716.9,3821.3
1995,7,"1995 Jul",12828,5262,13359,6855,23119,2848,10535,17218,639,150.8,4574,13908.4,1716,3815.5
1995,8,"1995 Aug",12903,5286,13400,6865,23164,2850,10564,17240,638,150.4,4591,13924.9,1739.7,3840.1
1995,9,"1995 Sep",12992,5324,13444,6877,23208,2863,10582,17247,637,150.2,4592,13938,1775.7,3845.9
1995,10,"1995 Oct",13020,5353,13478,6888,23206,2871,10579,17216,637,150,4596,13936.6,1773.1,3883.7
1995,11,"1995 Nov",13060,5358,13509,6902,23200,2879,10589,17209,633,148.9,4609,13953.8,1773.6,3903.4
1995,12,"1995 Dec",13100,5344,13547,6911,23209,2884,10600,17231,634,148.4,4626,13967.4,1778.6,3886.2
1996,1,"1996 Jan",13078,5355,13546,6922,23196,2887,10613,17208,633,147.9,4625,13967.3,1745.2,3895
1996,2,"1996 Feb",13214,5415,13601,6942,23280,2894,10645,17229,636,148.1,4644,14002,1790,3904.6
1996,3,"1996 Mar",13273,5446,13646,6952,23276,2904,10693,17193,637,147.9,4655,14030.8,1794.8,3913
1996,4,"1996 Apr",13309,5474,13678,6969,23316,2910,10720,17204,638,148.5,4665,14030.3,1811.4,3920.7
1996,5,"1996 May",13360,5498,13714,6991,23358,2921,10755,17222,638,148.8,4679,14104.1,1829.4,3933.2
1996,6,"1996 Jun",13436,5534,13752,7012,23399,2931,10787,17226,639,147.9,4689,14134.2,1849.6,3948.3
1996,7,"1996 Jul",13502,5557,13795,7033,23418,2944,10801,17223,638,147.6,4699,14164.6,1865.7,3961.3
1996,8,"1996 Aug",13569,5586,13806,7048,23479,2957,10819,17255,638,146.7,4713,14181.3,1884.3,3954.5
1996,9,"1996 Sep",13611,5610,13837,7066,23497,2972,10813,17252,635,144.9,4715,14211.5,1890.6,3953.2
1996,10,"1996 Oct",13638,5643,13888,7080,23546,2975,10858,17268,635,145.1,4727,14256.6,1878.6,3952.4
1996,11,"1996 Nov",13743,5668,13929,7096,23584,2990,10881,17277,639,145.4,4733,14283.7,1910.6,3961.2
1996,12,"1996 Dec",13796,5675,13952,7111,23598,2997,10901,17284,639,145,4743,14322.4,1927.8,3943.4
1997,1,"1997 Jan",13865,5675,13999,7125,23618,3010,10921,17297,646,145.8,4754,14292.4,1949.2,3986.4
1997,2,"1997 Feb",13980,5722,14025,7142,23686,3026,10952,17316,648,146.6,4764,14288.1,1974.2,3992.6
1997,3,"1997 Mar",14072,5751,14054,7163,23739,3044,10968,17340,648,145,4776,14325.2,2004.2,4006.1
1997,4,"1997 Apr",14180,5764,14103,7196,23765,3057,10984,17349,652,144.4,4794,14338.7,2026.3,4017
1997,5,"1997 May",14250,5793,14142,7216,23809,3071,11015,17362,654,143.9,4808,14348.4,2045.8,4026.8
1997,6,"1997 Jun",14320,5793,14168,7230,23834,3086,11029,17387,654,143.6,4812,14364.5,2057.1,4036.8
1997,7,"1997 Jul",14418,5817,14230,7267,23862,3093,11016,17389,656,144,4839,14381.8,2084.6,4036
1997,8,"1997 Aug",14423,5846,14233,7291,23952,3104,11030,17452,654,143.3,4844,14407.2,2066.4,3887.9
1997,9,"1997 Sep",14505,5874,14273,7313,23996,3112,11059,17465,657,142.9,4857,14425.5,2082.6,4072.2
1997,10,"1997 Oct",14575,5883,14304,7343,24053,3123,11062,17513,657,142.9,4871,14465,2106.6,4081.6
1997,11,"1997 Nov",14656,5899,14330,7371,24112,3133,11074,17556,657,143.3,4878,14510.1,2138.6,4088.6
1997,12,"1997 Dec",14747,5938,14366,7400,24184,3146,11087,17588,658,143.1,4898,14533.1,2165,4080.1
1998,1,"1998 Jan",14818,5983,14393,7424,24262,3155,11100,17619,660,141.8,4914,14521.4,2178,4100.2
1998,2,"1998 Feb",14875,5997,14415,7448,24283,3169,11123,17627,659,141.8,4923,14510.1,2191.2,4116.1
1998,3,"1998 Mar",14922,5969,14439,7484,24264,3178,11134,17637,658,141.8,4939,14510.7,2193.2,4125.7
1998,4,"1998 Apr",14974,6049,14467,7508,24340,3192,11156,17637,654,141.2,4949,14529,2202.8,4129.2
1998,5,"1998 May",15066,6087,14510,7534,24361,3202,11213,17624,650,140.3,4963,14577.2,2222.5,4152.8
1998,6,"1998 Jun",15134,6130,14554,7561,24387,3208,11215,17608,649,141.3,4974,14596.2,2248.4,4160.7
